,feature,class
38,"[-9.30570221e+01  1.53134537e+02 -7.61454086e+01  7.52616882e+01
 -5.43080559e+01  4.16401863e+01 -1.52846422e+01  1.84347897e+01
 -5.81539392e+00  1.64770246e+00  1.17521076e+01 -1.00969095e+01
  1.57454472e+01 -1.04525824e+01  1.45625772e+01 -5.91198206e+00
  8.90867996e+00  1.21732330e+00  1.21425188e+00  5.59834576e+00
 -1.31264222e+00  6.15406227e+00 -5.37866497e+00  6.92504787e+00
 -3.71977997e+00  3.04585028e+00 -2.07014918e+00 -2.87999004e-01
  1.11586702e+00 -1.93990970e+00  1.63501370e+00 -3.25883293e+00
  2.22231507e+00 -1.14744139e+00  2.58551526e+00 -1.29257667e+00
 -1.28242359e-01 -3.80287671e+00 -2.09388971e+00 -2.04899263e+00]",WeightedbladesNoise
39,"[ -62.94821     153.52823    -100.430824     83.791504    -56.527603
   35.75031     -25.709164     14.515763    -11.453294      1.8636458
   13.890939     -9.803627     13.476745    -17.070475     11.542233
   -9.197958      7.2742743    -0.26030278    3.5764923     4.2601743
   -3.9331834     8.187348     -3.9923716     3.6269207    -8.811669
    4.4623756     0.43235284   -0.8835394    -0.89453125   -2.8004591
    0.2577087    -3.2550113     2.4747665    -1.726721      2.6169064
   -2.145876     -0.26221207   -3.1986217    -2.3302813    -2.480702  ]",WeightedbladesNoise
40,"[-6.0860645e+01  1.4894106e+02 -9.3931129e+01  7.8018890e+01
 -5.4068375e+01  3.4267269e+01 -2.2579084e+01  1.3233202e+01
 -1.0032198e+01  3.6026835e+00  1.6099339e+01 -9.7710524e+00
  1.1430891e+01 -1.6688267e+01  1.2298835e+01 -8.4364653e+00
  6.6238756e+00  1.3522555e+00  2.9356778e+00  5.3847036e+00
 -3.1993616e+00  8.3251457e+00 -4.4936934e+00  3.0200701e+00
 -7.8878794e+00  3.8128116e+00  5.6551170e-01 -1.3006313e+00
 -8.4133184e-01 -3.1232274e+00  8.1739789e-01 -2.8949931e+00
  3.3960686e+00 -1.6144459e+00  1.4229238e+00 -1.9296875e+00
  4.8804164e-02 -3.2780843e+00 -3.2751279e+00 -1.6110455e+00]",WeightedbladesNoise
41,"[-6.12751999e+01  1.49814789e+02 -9.70082855e+01  8.07833023e+01
 -5.47471390e+01  3.69719849e+01 -2.38418941e+01  1.47369547e+01
 -1.06024885e+01  4.76845121e+00  1.61494064e+01 -9.98230743e+00
  1.20677996e+01 -1.78958950e+01  1.25946388e+01 -8.94855309e+00
  6.76157045e+00  1.10071003e+00  3.88228226e+00  4.81392813e+00
 -4.10107756e+00  8.29424191e+00 -3.70424056e+00  3.61784196e+00
 -7.69369507e+00  5.07988024e+00  6.31397404e-03 -1.36521113e+00
 -9.85889018e-01 -3.31947970e+00  7.02866018e-01 -2.73105764e+00
  3.33159018e+00 -1.63257241e+00  1.67461562e+00 -2.18388128e+00
 -2.54684687e-01 -3.95375419e+00 -3.38004851e+00 -2.13053942e+00]",WeightedbladesNoise
42,"[-1.4023732e+02  1.4135805e+02 -3.9472385e+01  5.4058338e+01
 -1.3562913e+01  2.8035009e+01  6.8450918e+00  1.4339499e+01
  1.3775107e+01  1.1135309e+01  1.5330886e+01 -6.2821331e+00
  1.2883275e+01  2.4139456e-01  8.1646070e+00  1.3232442e+00
  2.3743997e+00  5.9340010e+00 -2.1008132e+00  2.2849002e+00
 -2.3405168e+00  7.7548723e+00 -1.9110869e+00 -2.9370542e+00
 -2.7893918e+00  1.3366932e-01  2.2923393e+00 -5.0508299e+00
 -2.0774600e-01 -4.4497991e+00  8.6783722e-02 -1.7510393e+00
 -9.6548682e-01 -1.8568370e-01 -4.3080988e+00 -1.6580024e+00
 -3.1290731e+00 -2.4518893e+00 -5.1324711e+00 -2.9508665e+00]",WeightedbladesNoise
43,"[-125.558876    143.27614     -46.805874     53.80833     -20.824642
   29.084835      4.130243     13.139025     12.194315     11.056702
   16.19547      -6.879239     13.228094     -0.5512215     8.787095
    1.1394978     2.5115328     4.5115576    -0.9583611     4.474048
   -1.0336932     7.9300723    -2.4022186    -0.4734766    -1.7580125
    1.135122      2.4273915    -5.340701     -0.8306176    -3.5971882
    1.5790031    -1.7685611    -0.47341123   -0.58509684   -3.3437946
   -1.7981974    -3.7072182    -2.8471406    -5.408397     -3.3323827 ]",WeightedbladesNoise
44,"[-103.400764    151.06012     -63.03311      58.879894    -32.75265
   34.52737      -2.528298     13.713934     10.713638     13.137506
   15.702479     -9.195997     15.035806     -3.1381607    11.324652
   -1.3229247     4.5460167     3.1718183    -0.6557795     6.1274514
   -2.1617694     8.344673     -2.0168364     0.8750174    -2.7129738
    3.187553      2.1368504    -5.2378106    -1.5196489    -2.15448
    2.579092     -2.213891      0.30022576   -1.5710901    -1.087028
   -2.3189692    -3.1626513    -3.449325     -5.1642356    -2.6775777 ]",WeightedbladesNoise
45,"[-120.29118     145.91733     -52.504456     55.83077     -22.58991
   30.31099       0.48567718   14.120128     12.634275     12.413913
   16.46856      -7.2733746    14.855508     -0.66546774   10.240431
   -0.5968085     2.2134426     5.153089     -0.9098461     2.6063094
   -2.0124643     9.722396     -1.9918482    -0.15890534   -2.4003448
    2.7404175     2.7059271    -6.631673     -1.1092056    -2.8461413
    2.481166     -2.479553     -1.0060363    -1.132111     -2.5972755
   -1.8978069    -3.5276403    -2.6934626    -5.77809      -3.2685935 ]",WeightedbladesNoise
46,"[-1.0466853e+02  1.4805894e+02 -6.0330608e+01  5.7098591e+01
 -2.9576918e+01  3.3288517e+01 -1.3801447e+00  1.2650105e+01
  1.0383642e+01  1.3176303e+01  1.4551345e+01 -9.0287600e+00
  1.5555886e+01 -2.3320096e+00  1.1134579e+01 -1.4092724e+00
  3.8573339e+00  3.7871115e+00 -2.0441976e-01  6.1102877e+00
 -1.6195012e+00  8.7964191e+00 -1.7426773e+00  1.2255870e+00
 -2.4996791e+00  3.0985062e+00  2.0550263e+00 -5.4488339e+00
 -1.3517375e+00 -2.0862379e+00  3.2296820e+00 -2.8422220e+00
  1.4020549e-01 -1.6519989e+00 -1.8663027e+00 -2.4479039e+00
 -3.7452681e+00 -2.8198135e+00 -5.3963757e+00 -2.6414165e+00]",WeightedbladesNoise
47,"[-1.3377530e+02  1.4605061e+02 -4.7731846e+01  5.7979889e+01
 -2.1022427e+01  3.0876944e+01  2.9733651e+00  1.4587618e+01
  1.2741603e+01  1.0863701e+01  1.6414703e+01 -7.0973887e+00
  1.4433356e+01 -2.0866331e-01  8.5767450e+00  1.1785242e-01
  2.4623783e+00  4.9481378e+00  2.4873352e-01  4.1986542e+00
 -1.5956147e+00  8.2812090e+00 -2.4254513e+00 -5.8438498e-01
 -3.0213883e+00  8.3880943e-01  2.6411049e+00 -4.4897838e+00
 -8.8987631e-01 -4.2295084e+00  1.4597286e+00 -2.4056394e+00
 -6.6360325e-01 -5.7171738e-01 -4.0553026e+00 -3.2830424e+00
 -3.8646045e+00 -2.4801743e+00 -4.4946318e+00 -2.9939864e+00]",WeightedbladesNoise
48,"[-111.90639     141.59079     -52.36041      52.558758    -24.39204
   29.10665       1.8452606    13.657156     11.248023      9.963529
   16.728788     -5.774441     14.102967     -2.3343039     7.997901
    0.1726213     2.1349099     5.0268135     1.0905409     5.0658712
   -1.4588712     8.705682     -1.7787853    -0.50169355   -2.7991114
    2.525297      4.2172856    -5.353326     -2.2472496    -3.7527022
    2.5128214    -1.975849     -0.41052115   -1.1505727    -3.7683644
   -1.7700077    -3.3407743    -2.1479504    -4.907905     -3.261082  ]",WeightedbladesNoise
49,"[-4.88177910e+01  1.54141479e+02 -9.38171692e+01  6.60537872e+01
 -5.29410172e+01  3.39001541e+01 -1.72793674e+01  1.75586433e+01
 -2.91367912e+00  5.33309746e+00  2.07911167e+01 -8.43765259e+00
  1.17058115e+01 -1.46679554e+01  1.13355427e+01 -4.57458735e+00
  2.12675357e+00 -4.00421286e+00 -2.77670640e-02  5.28943777e+00
 -5.17809200e+00  4.57654667e+00 -4.76483965e+00  2.83937860e+00
 -5.40439653e+00  5.26404047e+00  2.49748394e-01 -3.11915851e+00
 -1.14294612e+00 -3.54541802e+00 -4.36344773e-01 -3.69004655e+00
  3.12636709e+00 -3.24100924e+00 -1.55098367e+00 -2.52903199e+00
 -5.94011366e-01 -3.41563511e+00 -3.23818207e+00 -2.62215900e+00]",WeightedbladesNoise
50,"[-55.64083    158.16644    -89.81149     69.32579    -55.763184
  40.58777    -16.677498    16.697445    -1.7778403   10.617728
  19.2196      -7.9951787   12.7602625  -11.043609    15.521002
  -7.4372854    4.1563396   -2.2791145    2.1085632    4.7044177
  -1.9378458    7.8957615   -5.476509     5.0057306   -3.5818362
   5.775128     0.5584307   -1.138562    -1.4154172   -3.1826737
   1.1114426   -2.407883     2.8831387   -2.4666693   -0.9355342
  -3.2502291    0.23273808  -3.3906324   -2.8465195   -2.4062116 ]",WeightedbladesNoise
51,"[-5.0280655e+01  1.5635004e+02 -9.0016525e+01  6.5950279e+01
 -5.4271145e+01  3.4161949e+01 -1.8126612e+01  1.5183449e+01
 -2.5653598e+00  6.3184257e+00  2.2028397e+01 -7.5763040e+00
  1.1173276e+01 -1.4737704e+01  1.1150355e+01 -4.2919121e+00
  1.1201589e+00 -5.2649174e+00 -1.9531639e-01  5.2339101e+00
 -4.0320587e+00  5.3823094e+00 -4.3743501e+00  3.5873299e+00
 -4.6672964e+00  5.1454887e+00 -3.9868498e-01 -3.0650311e+00
 -5.3469270e-01 -3.4782057e+00 -1.1555017e+00 -3.5709755e+00
  3.3813443e+00 -3.0969021e+00 -1.4536052e+00 -2.6884987e+00
 -1.9038511e-02 -2.9776392e+00 -2.9252794e+00 -1.5072380e+00]",WeightedbladesNoise
52,"[-140.53058     151.67543     -45.685966     64.243965    -20.568478
   35.22905       2.0846305    14.845325     12.57351      10.821099
   15.643186     -7.0621953    15.309118     -1.706965      7.841513
   -2.997793      1.2241048     4.122271     -2.109646      2.1194668
   -2.8703606     7.2219276    -3.4068887    -1.4043323    -3.4625075
    2.0281634     2.2245646    -5.441797     -1.6231607    -5.595435
    0.49124673   -1.1383197    -0.20599842   -2.3736193    -4.486447
   -2.2681963    -2.4651325    -2.2841346    -4.0940166    -1.7887502 ]",WeightedbladesNoise
53,"[-145.80734     143.14221     -38.66624      55.751526    -15.783395
   28.30065       5.5121884    13.864609     14.491893     11.162823
   16.234703     -4.3015895    15.365279     -0.1534228     5.8057656
   -0.9542343     0.63107854    6.1332493    -1.5914675     2.095275
   -1.2804644     8.742994     -2.0623949    -3.692859     -2.6754663
    1.7971113     3.9551625    -5.109775     -1.2203245    -4.048223
   -0.22472174   -1.8247464    -1.0846142    -1.5567205    -4.78149
   -2.1597633    -3.4733083    -2.3682222    -4.3064065    -2.3738124 ]",WeightedbladesNoise
54,"[-136.0134      141.85194     -40.92221      57.104004    -19.951376
   28.752579      4.6097603    15.01843      13.24064      10.507642
   18.46501      -3.1602316    15.130646     -1.2861053     7.199082
   -0.30380836    0.9258107     5.265485     -0.22472033    4.282376
   -1.5924909     8.228383     -2.45829      -2.116421     -2.1744664
    1.1919959     2.9159107    -5.8792486    -1.4198362    -3.7906933
    0.2127853    -2.8312607    -0.928283     -0.32387286   -3.8884723
   -2.4670014    -3.7299562    -1.9431267    -4.215386     -2.8824089 ]",WeightedbladesNoise
55,"[-1.2286890e+02  1.6668201e+02 -2.7455420e+01  7.7783379e+01
 -2.5629150e+01  3.7699543e+01 -9.7384911e+00  3.6838338e+00
 -3.6289783e+00 -3.5980465e+00  1.0170683e+01 -1.2249642e+01
  9.2079773e+00 -8.6582632e+00  5.4488688e+00 -6.4078255e+00
  3.6718535e-01 -1.0981457e+00 -4.9280715e+00  2.6897614e+00
 -7.2702084e+00  3.0156775e+00 -5.4097881e+00  1.0218992e+00
 -3.4409778e+00 -1.2412583e+00 -7.2880930e-01 -4.5391650e+00
  1.2174784e+00 -3.6186647e+00 -8.5978054e-02 -3.4417138e+00
 -7.6037902e-01 -1.1690145e+00 -7.6948452e-01 -1.1315730e+00
 -2.2803979e+00 -1.0202078e+00 -1.6466886e+00 -9.0309054e-01]",WeightedbladesNoise
56,"[-6.6811813e+01  1.3622020e+02 -6.9132988e+01  8.4258118e+01
 -4.0204872e+01  4.1799633e+01 -1.3373928e+01  7.4414387e+00
 -2.4849348e+00 -9.9723631e-01  1.2909336e+01 -1.3850644e+01
  1.1327727e+01 -8.5612974e+00  9.0070114e+00 -4.9901752e+00
  3.5042055e+00 -2.4503462e+00 -2.4442427e+00  2.6088171e+00
 -7.3668656e+00  4.9743361e+00 -6.2789421e+00  3.7722869e+00
 -2.9955084e+00  5.9563398e-01 -1.4206386e+00 -4.3220286e+00
 -4.9045667e-01 -5.6681018e+00 -7.0640397e-01 -4.3701434e+00
 -8.8244848e-02 -1.5788018e+00  4.5075494e-01 -8.3947927e-01
 -8.3564419e-01 -1.4162370e+00 -2.5042329e+00 -2.5070446e+00]",WeightedbladesNoise
57,"[-79.34826    141.15608    -62.555397    82.078606   -34.862774
  38.527462   -11.7965765    8.162632    -5.1001573    1.1310642
  11.586718   -13.818862    11.792838   -10.93017      8.346154
  -6.037124     2.497143    -1.014692    -3.1778865    2.01668
  -7.9201307    3.4839113   -5.3985744    4.1281524   -2.55084
   1.122749    -0.8855778   -3.4288244   -0.6024983   -5.925803
  -0.8020591   -3.7455573    0.35606486  -1.6293354    0.40680724
  -0.65521604  -0.94726366  -2.568407    -2.7371376   -0.79039586]",WeightedbladesNoise
58,"[-97.26702    147.02704    -61.896347    80.435486   -29.651285
  39.50955    -13.124699    10.733481     1.517492    -1.818922
   5.3465986  -15.798188     7.063846   -13.066151     7.981496
  -6.465701     2.5670753    0.4497573   -0.9959989    3.346716
  -7.4456177    3.3396268   -4.9460616    1.9767963   -4.344009
   0.18241404  -2.908955    -4.0232515    0.57769936  -2.355273
   1.2314525   -4.647749    -1.15302     -3.6150253   -0.9973737
  -0.9093156   -0.84841496  -2.2246895   -2.210833    -0.78332555]",WeightedbladesNoise
59,"[-84.292206   140.41681    -68.48609     79.28565    -44.724644
  43.974823    -9.98444     11.759269    -8.333176    -6.0309143
   6.70808    -13.796423     7.6117177  -15.233806     5.528455
  -7.462347    11.394572     1.0254374   -1.8755372    2.1561193
  -5.121676     6.2278876   -5.2720585    5.6782146   -6.2796755
  -1.3507739   -1.6358641   -1.0362941    1.2240512   -3.4593444
  -0.2570331   -4.0267334   -0.88076377  -4.103651    -0.58814806
  -4.900484    -0.40802947  -2.233114    -2.5560424   -0.44497916]",WeightedbladesNoise
60,"[-83.3698     147.3283     -71.697754    79.0055     -41.16648
  42.12846    -18.293821     8.833858    -2.0435288    2.0231323
   8.193169   -14.345751     6.8366656  -14.958951     9.362928
  -8.34253      6.451011    -1.0596597   -0.8202831    3.3838692
  -4.4088235    6.5360856   -6.766123     3.2640514   -4.7598157
   1.7292181   -3.4320278   -3.292518     0.40958235  -3.922576
   0.43665558  -3.7893417   -0.7388346   -4.657311    -0.29424787
  -3.0015025   -0.7577338   -1.8112563   -1.575247    -2.0774045 ]",WeightedbladesNoise
61,"[-107.37242     143.57056     -48.900818     75.4865      -28.403053
   40.198364     -8.773394     10.068025      2.0045178     0.9860768
    8.522664    -15.76115       6.3376203   -11.009415      6.9217563
   -5.8052998     3.4005647     0.16251078   -1.7538004     5.0122566
   -6.049579      2.906876     -6.9486494     1.1207764    -4.1729417
   -0.6095672    -1.8848461    -5.3369894     0.35169506   -3.0062
    1.1324688    -3.2700033    -1.1993936    -3.0427008    -1.2864896
   -1.2031682    -0.85308105   -1.6987133    -2.9880352    -1.4374118 ]",WeightedbladesNoise
62,"[-7.90496216e+01  1.45707855e+02 -7.39448547e+01  7.69999924e+01
 -3.82173843e+01  4.14652634e+01 -1.94703026e+01  9.22290421e+00
 -2.72162008e+00  3.67003679e+00  1.09647369e+01 -1.36030092e+01
  6.73926640e+00 -1.41223917e+01  1.03870945e+01 -9.29750729e+00
  6.18702173e+00 -5.98285556e-01 -1.04785299e+00  4.42187786e+00
 -6.10114670e+00  5.76087618e+00 -4.91656828e+00  3.35935807e+00
 -3.22509813e+00  1.78186846e+00 -4.18775034e+00 -3.34332895e+00
 -1.10230601e+00 -3.63094354e+00  1.32783878e+00 -3.05437708e+00
 -3.21338654e-01 -4.89169931e+00  3.47849011e-01 -2.00926638e+00
 -1.16768390e-01 -2.86666727e+00 -2.98196125e+00 -2.06483269e+00]",WeightedbladesNoise
63,"[-80.93306    145.6495     -71.06219     76.42154    -37.259426
  44.120514   -19.033716     8.433744    -2.8987308    4.1151767
  12.490563   -12.090605     7.208691   -14.222012     9.007685
  -9.3980875    6.6039367   -1.6539338   -0.73824596   3.5380435
  -6.520476     6.943797    -5.6703544    2.9095082   -3.704515
   1.6497524   -4.4228983   -3.977432    -0.68785113  -3.8913093
   0.5884701   -3.34231      0.5046783   -4.7177205   -0.32534084
  -2.540823    -0.24063657  -1.8239936   -2.2910311   -2.0937371 ]",WeightedbladesNoise
64,"[-7.88213959e+01  1.49715240e+02 -8.02498703e+01  8.06205063e+01
 -3.94594498e+01  4.35081329e+01 -2.23532104e+01  1.20366726e+01
 -6.36205482e+00  4.96280670e+00  1.22529335e+01 -1.17453032e+01
  8.61758137e+00 -1.56775627e+01  1.06090860e+01 -1.16973782e+01
  6.88037586e+00 -1.83865952e+00  3.31709604e-03  3.30795789e+00
 -5.86337137e+00  7.00596952e+00 -5.57899046e+00  3.76117492e+00
 -4.40249634e+00  3.41431308e+00 -3.70035577e+00 -2.40623116e+00
 -1.11228645e+00 -3.91386414e+00  7.67989218e-01 -3.82774472e+00
  9.24507976e-01 -4.14378023e+00  1.43186018e-01 -2.53480983e+00
  4.17760499e-02 -2.19947553e+00 -1.43198121e+00 -2.78723097e+00]",WeightedbladesNoise
65,"[-1.3052643e+02  1.6868723e+02 -3.2940506e+01  7.4273941e+01
 -1.7541216e+01  3.9281467e+01 -1.1060618e+01  2.7365043e+00
  4.7501254e-01 -1.9115144e+00  8.5320835e+00 -1.4653987e+01
  8.8944244e+00 -7.3815932e+00  3.6231046e+00 -6.5088444e+00
 -8.2119799e-01  1.0024475e+00 -2.5148506e+00  1.5281395e+00
 -7.9113092e+00  2.9611232e+00 -4.0939903e+00 -1.2719385e-01
 -4.9048619e+00 -4.1152301e-01 -1.0060780e-01 -4.8423648e+00
  6.9498056e-01 -3.3216314e+00  8.8813657e-01 -3.7165899e+00
 -1.9980348e+00 -1.9485196e+00 -8.6171275e-01 -8.9978749e-01
 -3.0271413e+00 -1.4133343e+00 -1.0593742e+00 -3.5625583e-01]",WeightedbladesNoise
66,"[-8.95736008e+01  1.53314392e+02 -6.52629089e+01  7.77131500e+01
 -2.39981518e+01  3.88856926e+01 -9.65208626e+00  1.39212322e+01
 -6.13332152e-01  2.12339449e+00  7.83973980e+00 -1.58300495e+01
  7.67008018e+00 -1.38682365e+01  4.07936335e+00 -8.02193451e+00
  6.23788166e+00  2.66350922e-03 -2.55710053e+00  3.41070819e+00
 -7.62400770e+00  4.84046984e+00 -5.16582727e+00 -4.87045795e-01
 -5.27634382e+00  1.77367616e+00 -1.94710708e+00 -4.68373966e+00
  1.10735130e+00 -2.50081372e+00 -6.28439844e-01 -4.22337103e+00
 -6.56632781e-01 -3.20666599e+00 -4.12795916e-02 -2.23205757e+00
 -1.81878281e+00 -1.87526071e+00 -1.33458422e-02 -4.70363311e-02]",WeightedbladesNoise
67,"[-9.0531845e+01  1.5140146e+02 -6.8173470e+01  7.6262665e+01
 -3.1194069e+01  4.1427296e+01 -9.8966999e+00  1.4922967e+01
  2.6196137e-01  2.9032648e-01  5.9133782e+00 -2.0226707e+01
  5.4143243e+00 -1.3331800e+01  6.4231768e+00 -7.2958484e+00
  6.2087746e+00  7.9099494e-01 -2.1478856e+00  3.9007051e+00
 -5.7876148e+00  4.3717842e+00 -6.4485703e+00  1.6318237e+00
 -5.0437536e+00  1.1364036e+00 -1.8545934e+00 -4.8905482e+00
  8.2834810e-01 -2.5447328e+00 -6.8440223e-03 -4.9810119e+00
 -1.4479614e+00 -3.1272652e+00 -6.4013976e-01 -3.3901298e+00
 -2.0544145e+00 -1.7023711e+00 -6.9127977e-01 -5.4375166e-01]",WeightedbladesNoise
68,"[-9.0598770e+01  1.4846211e+02 -6.2303764e+01  7.5502876e+01
 -3.2185295e+01  4.7642838e+01 -9.0690746e+00  1.4352813e+01
 -1.4901308e+00  1.9123919e+00  4.6620960e+00 -1.7732716e+01
  8.7400084e+00 -1.5174765e+01  8.6655874e+00 -6.4471402e+00
  5.2667923e+00 -1.3297671e+00 -2.5552249e+00  4.4146519e+00
 -5.4837222e+00  4.1001806e+00 -6.4343696e+00  2.3569245e+00
 -5.7727203e+00  1.2560940e+00 -1.4957618e+00 -3.1123586e+00
  1.2089731e+00 -2.9589992e+00  5.0107205e-01 -4.0771580e+00
 -4.2693919e-01 -3.9601874e+00 -1.2214516e+00 -2.1722558e+00
 -1.1077007e+00 -2.7079389e+00 -1.3501341e+00 -1.3042191e-01]",WeightedbladesNoise
69,"[-9.6578964e+01  1.4148553e+02 -5.4999691e+01  6.9509872e+01
 -2.7138063e+01  4.4669800e+01 -5.9787254e+00  1.2554000e+01
 -4.2622891e-01 -5.4260541e-02  5.1295667e+00 -1.8594141e+01
  6.5801096e+00 -1.3222970e+01  6.5269594e+00 -4.7796698e+00
  4.8102403e+00  8.3317494e-01 -1.9383491e+00  4.4345951e+00
 -6.1949110e+00  2.3512802e+00 -6.6802721e+00  1.5096717e+00
 -4.9404569e+00  5.4425138e-01 -8.2655472e-01 -3.9241340e+00
  1.1538955e+00 -3.4786355e+00 -2.3072489e-01 -4.8797927e+00
 -1.1967915e+00 -3.1192367e+00 -1.4543277e+00 -1.6688820e+00
 -1.3605120e+00 -1.5073072e+00 -1.4618469e+00  1.6045725e-01]",WeightedbladesNoise
70,"[-83.35173    143.92805    -77.120445    73.46474    -41.088005
  48.404476   -14.660747    15.267823    -4.703238    -0.6434225
   2.2136343  -20.705185     7.090783   -16.825508    10.948656
  -6.185543     6.921679    -1.3737684    1.0692258    6.909062
  -5.241833     4.611051    -5.6780577    3.061161    -5.101875
   3.0551844   -2.2754989   -1.6074064    1.4849885   -2.4503758
   0.5556205   -4.8422365   -0.93736786  -5.002016    -1.4823382
  -3.1317923   -1.1985286   -3.5300841   -1.3282247   -0.5755817 ]",WeightedbladesNoise
71,"[-8.4100929e+01  1.4562115e+02 -7.0719688e+01  7.4501480e+01
 -3.7979588e+01  4.7722054e+01 -1.2820091e+01  1.3455266e+01
 -2.7384005e+00  2.7397599e+00  8.0608139e+00 -1.4734980e+01
  9.9547548e+00 -1.5161401e+01  8.8548298e+00 -8.1970034e+00
  5.9042969e+00 -1.4956675e+00 -5.5741596e-01  5.1781807e+00
 -6.0800104e+00  5.8906469e+00 -4.9912596e+00  3.4483523e+00
 -4.6223316e+00  2.4027982e+00 -2.2770627e+00 -2.9143145e+00
 -3.5576168e-03 -4.3549623e+00  2.0871550e-01 -4.5821371e+00
  3.0998701e-01 -2.7992003e+00 -8.5584861e-01 -2.8722458e+00
  8.5012801e-03 -2.2380059e+00 -1.6579551e+00 -7.4261522e-01]",WeightedbladesNoise
72,"[-8.7922867e+01  1.4538460e+02 -7.0389328e+01  7.0885208e+01
 -3.4667103e+01  4.4620003e+01 -1.2555025e+01  1.5244022e+01
 -2.5539155e+00  5.9595443e-02  5.5196986e+00 -1.9976740e+01
  6.3137732e+00 -1.4793326e+01  9.3114557e+00 -6.5557418e+00
  6.0261636e+00 -7.1417296e-01 -1.8897463e+00  6.5208693e+00
 -4.3550749e+00  4.4432912e+00 -6.3861094e+00  3.0346220e+00
 -4.2992563e+00  1.6145372e+00 -1.4032568e+00 -3.8913751e+00
  1.0494276e-01 -2.4911520e+00  1.0829357e+00 -4.3941088e+00
 -6.5879822e-01 -3.7419891e+00 -1.5855279e+00 -2.6679227e+00
 -1.1868397e+00 -2.0972228e+00 -1.3743058e+00 -1.7195812e+00]",WeightedbladesNoise
73,"[-8.6804710e+01  1.4824329e+02 -8.1795670e+01  7.7111336e+01
 -3.9081562e+01  4.6980865e+01 -1.3858943e+01  1.6625275e+01
 -7.3129497e+00 -2.5789611e+00  2.0751326e+00 -2.0864853e+01
  6.2158718e+00 -1.5338726e+01  1.3148647e+01 -5.5112586e+00
  7.7439985e+00 -9.0740538e-01  2.3368301e+00  5.7472143e+00
 -6.4175105e+00  4.5358543e+00 -6.3542042e+00  3.1002882e+00
 -5.0024285e+00  2.9253736e+00 -1.3900303e+00 -5.3404593e-01
  6.9712049e-01 -2.2142167e+00  1.1795532e-01 -5.3568115e+00
 -1.0093647e+00 -5.7125874e+00 -1.1677699e+00 -2.6279559e+00
 -5.3345913e-01 -3.6920044e+00 -1.2434144e+00 -4.4471335e-01]",WeightedbladesNoise
74,"[-8.9727440e+01  1.4364076e+02 -7.2586807e+01  7.3305717e+01
 -3.7862045e+01  4.8217796e+01 -1.2904972e+01  1.4208191e+01
 -2.5209298e+00  5.6375363e-03  2.9029214e+00 -1.9355473e+01
  7.9955997e+00 -1.5327334e+01  9.5537453e+00 -6.1742501e+00
  7.1742120e+00 -1.1119808e+00  1.4925507e-01  6.1727819e+00
 -5.5237875e+00  4.9995437e+00 -5.4537253e+00  3.2561922e+00
 -5.1531448e+00  2.1196434e+00 -1.6357040e+00 -2.3226936e+00
  1.2906610e+00 -2.3683727e+00  1.7245965e-01 -4.5463204e+00
 -5.2795798e-01 -4.4309769e+00 -6.4520711e-01 -2.7137082e+00
 -1.1263450e+00 -2.7870352e+00 -1.5384691e+00 -5.0301445e-01]",WeightedbladesNoise
